@relation 2014_fertig-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Tweet string
@attribute Label {0,1}

@data
'2014_4AK 90er verschiedene Nationen in Oesterreich multikulti',0
'Da zeigt sich einmal mehr dass ein Kopftuchverbot nicht praktikabel ist: ',1
'Die Diskussion um inklusion erinnert mich stark an multikulti  In der Theorie ganz toll - in der Praxis gescheitert.',0
'  platz fuer alle. multikulti neukoelln love ',0
'platz fuer alle. multikulti neukoelln love ',0
'   Ich verlange dass die Gscherten extra ausgewiesen werden! multikulti Minderheitenrechte',0
'  Guckt mal unter dem Hashtag: ScherDichZumTeufelDerSpiegel - die linken Gutmenschen kriegen Shitstorm von Ihren MultiKulti…',0
'Guckt mal unter dem Hashtag: ScherDichZumTeufelDerSpiegel - die linken Gutmenschen kriegen Shitstorm von Ihren MultiKulti-Schuetzlingen',0
'  Gestern fragte ich im Gottesdienst wer alles nicht in Deutschland geboren ist. Mehr als 1/3 der Haende gingen hoch! …',0
'Gestern fragte ich im Gottesdienst wer alles nicht in Deutschland geboren ist. Mehr als 1/3 der Haende gingen hoch!  multikulti',0
'Conchita Wurst gewinnt den Grand Prix: Was dieser Sieg ueber Europa sagt   Music ',0
'Die vielen bunten Gesichter in D sind schoen. Multikulti gibt uns Farbe gibt uns Bereicherung. Angst ist unbegruendet.',0
' fuer mehr multikulti in berlin. Find ich super! gjblmv',0
'Populistische Idioten auf dem Weg ins EU Parlament:  ',1
'Gleich Wahlkampfstand am Heinrichplatz dann Podiumsdiskussion  ist Multikulti tot?',0
'Der Islam ist eine reine wunderschoene Sache. Nur die Islamisten sind scheisse. islamophobia',0
'Also ich schaue ja echt gern esc aber die sollten das Singen in der eigenen Sprache wieder zur Regel machen multikulti',0
'tvDuell Umfrage: Dortmunder sehen Multikulti als gescheitert an ',0
'  Klassische Bildung statt Multikulti-Umerziehung - die Maske der AfD faellt. Die Wortwahl gleicht der der NPD. ',0
'Europameister ist mir zu sehr Multikulti. Die U19 haette besser mal mit Deutschland angefangen! heutenacht',0
'  Schweiz: Islamisten mobben Christen in Asylzentren ',0
'Multikulti-Team kickt in Parsberg: Anstatt einen eigenen Verein zu gruenden haben deutsche Fussballer mit tuerki... ',0
'Schweiz: Islamisten mobben Christen in Asylzentren ',0
'Hani Mukhtar schiesst die U19 zum Europameistertitel. Gut dass MultiKulti nicht gescheitert ist Frau Merkel',0
' Warum Pauschalierungen statt Ursache Medien MultiKulti Maulkorb und Wirkung Judenhass zu thematisieren Anne Goldenbogen?!',0
'  Loew wird Sorg als Co holen um die Landsmann-These zu widerlegen. Badener und Schwabe - das ist gelebtes Multikulti in der N11-…',0
'Loew wird Sorg als Co holen um die Landsmann-These zu widerlegen. Badener und Schwabe - das ist gelebtes Multikulti in der N11-Spitze.',0
' Gute Frage mal MultiKulti Foerderern ClaudiaRoth CohnBendit Stroebele stellen! Kulturmissachtung wie 1963 im Ankara-Abkommen',0
'Judenhass Zentralrat entsetzt Multikulti-Koepfe ',0
'Der Unterschied zwischen Multikulti und Landraub juedischer Siedler - ',0
'Der Unterschied zwischen Multikulti und Landraub juedischer Siedler ',0
'  Damit wird Deutschland wieder bunter! Multikulti Gutmenschen- Einwanderung Asyl Auslaender',0
'Multikulti Ebola Deutschland Asyl Genozid Diese Menschen mit ihrer vielfaeltigen Kultur ihrer Herzlichkeit... ',0
'   gesichtsschleier ... bissl multikulti ist in ',0
'  Neuer Blogpost online: Gott liebt Vielfalt - und Du? ein Plaedoyer fuer Multikulti unter dem Kreuz Jesu. ',0
'Happy International Day of Friendship! Das Multikulti-Team von VEGAOO gratuliert zum Internationalen Tag der... ',0
'  Meine ganz persoenliche Fussball-WM-Nachbereitung nun ueberarbeitet: ',0
'Meine ganz persoenliche Fussball-WM-Nachbereitung nun ueberarbeitet: ',0
'Multikulti versus Muslim-Forderer wobei die Frage lautet wer da der Kluegere ist. ',0
'Lust auf Polen und einen Journalismusworkshop? ',0
'Wer es mag: Multikulti-Fusion-food traditionelles und modernes fermentiertes individuelles Essen   ',0
' Ist doch toll  Die meisten Muslime sind auch multikulti eingestellt muessen sie ja wenn sie in Deutschland leben.',0
' habe  nun mal keinen  kontakt zu Muslimen bin  aber(schon immer)  grundsaetzlich multikulti eingestellt oefter im AuslandSpanien',0
'  Wer wollte die Tuerkei in die EU hofieren? Multikulti-Claudia macht doch dort so gerne Urlaub... ',0
'Wer wollte die Tuerkei in die EU hofieren? Multikulti-Claudia macht doch dort so gerne Urlaub... ',0
'Skaliertes Scrum ist mehr als grosse Teams: Scrum International › bor!sgloger ',0
'Wir sind riesen Fans der Frankfurter Klasse.  Mit viel Humor verpackt das Duo das alltaegliche Multikulti Leben in... ',0
'  der vermischt aber einiges...und setzt zB das wort multikulti genau so ein wie die FPOe',0
'     Mit Pest war ohne jeden Zweifel Multikulti gemeint!',0
'Multikulti ist nicht immer lustig ',0
'Monsieu Claude hats nicht so mit Multikulti ... aber erfreut viel Publikum. ',0
'Noch 5 Tage! Dann gehts in die Stadt in der Multikulti nicht nur Gelaber ist! XXX!!!',0
'     nicht nur die Gruenen - Multikulti ist gescheitert u wird nun Brandgefaehrlich !!!',0
'Die Roth als Multikulti-Obermufti hat aber auch jede Kritik umgehend mit der empoerten Rassismuskeule weggekeift. Gruene Integrationspolitik',0
' Multikulti kann schon funktionieren. Kommt halt auf die Leute an',0
'Multikulti zwischen Himmel und Eis - Frauenliebe - eBook von Susan Heat | XinXii ',0
'  Meine ganz persoenliche Fussball-WM-Nachbereitung: ',0
'Meine ganz persoenliche Fussball-WM-Nachbereitung: ',0
'Bin aufm tollwood tollwood food multikulti buddha singabeer allofthelights',0
'   Ihre Multikulti-Weltsicht laesst traurige Realitaeten wohl nicht zu. Augen aufmachen Sie Blinder!',0
'Laut Multikulti-Beirat sind Asylanten mehr wert als Obdachlose: ',0
'Kamen viele Fortuna -Fans n. Aspach? Stelle mir grad den Kontrast vor hier schwaebisches Dorf dort Koelner Multikulti... SGFortuna',0
'      Bei uns 1:24.Die 24 waren auch multikultibeherrschten aber alle D ',0
' Warum werden Asylanten besser behandelt als Obdachlose? Warum wird das Geld f.Obdachlose gestrichen?  ',0
'Wenn Asylsuchenden weder Wohnstaette noch Arbeit angeboten werden kann sollte man sie nicht ins Land holen ',0
'  Berlin Obdachlose Asyl SchauHin  Na Hauptsache den Asylanten geht es gut..... Kotz  Die Frage der... ',0
'Berlin Obdachlose Asyl SchauHin  Na Hauptsache den Asylanten geht es gut..... Kotz  Die Frage der... ',0
'«Mit mir in der Arena wuerde es scherbeln» ',0
'Deutsche Obdachlose koennen verrecken – Winternotplaetze gehen an Asylanten ',0
'Fahrraeder fuer Asylanten. Das macht auch RadTat Brenner in Korbim Rahmen des Freundeskreis Asyl in Korb -... ',0
'Fahrraeder fuer Asylanten. Das machen auch wir im Rahmen des Freundeskreis Asyl in Korb.de - zumindest jetzt... ',0
'  nazialarm asylanten in touristendomizil belaestigt. ',0
'Angst vor kriminellen Asylanten. Keine Einigung fuer neues Fluechtlings-Heim in Sicht  ',0
'Angst vor Asylanten - Keine Einigung fuer neues Fluechtlings-Heim in Sicht ',0
' las gerade interessanten Bericht in swt. Mich wuerde mal interessieren wie das mit sonderwuenschen der asylanten wirklich ist',0
'Raeumungsklage fuer 100 Jaehrigen Deutschen – Aber Asylanten den Hintern vergolden | Netzplanet... ',0
' Gruene MultiKulti Forderung ohne Beachtung d Kultur! Jetzt kommen Asylanten Fluechtlinge dazu Teufelskreis maybritillner',0
'Raeumungsklage fuer 100 Jaehrigen Deutschen – Aber Asylanten den Hintern vergolden ',0
'  Asylanten verdraengen Deutsche asylbetrug Mitleidsmafia Gutmenschenmafia  ',0
'ZoelMehr:Australien zu Fluechtlingen: Niemals wird Australien zu eurer Heimat. ',0
'  Raeumungsklage fuer 100 jaehrigen Deutschen - Aber Asylanten den Hintern vergolden.  ',0
'Tolle Aktion fuer die Asylanten hier in Stadt Gernsbach. Die Murgtaeler setzen Zeichen der Solidaritaet und... ',0
'Raeumungsklage fuer 100 jaehrigen Deutschen - Aber Asylanten den Hintern vergolden.  ',0
'ZoelMehr:Bremen-Farge: Kriminelle Fluechtlinge ziehen in Nachbarschaft: „Wir… ',0
' Die sollten das Containerdorf fuer Asylanten neben das Kanzleramt stellen !  cc ',0
'  Buerger protestieren gegen kriminelle Asylanten Verwaltung wiegelt ab u. tut NICHTs ! SchaHin ',0
'Buerger protestieren gegen kriminelle Asylanten Verwaltung wiegelt ab u. tut NICHTs ! SchaHin ',0
'  ....dann koennten wir die Asylanten-Heime dicht machen...',0
' ....da kann ich mich nur anschliessen Asylbetrueger refugeesnotwelcome',0
'Fluechtlingen helfen „Gemeinsam schaffen wir das”  ',0
'  ....es wird auch Zeit das endlich was gegen diese Asylbetrueger unternommen wird ! refugeesnotwelcome AFD',0
' Super Aktion SchauHin Asylantentsunami Asylbetrueger refugeesnotwelcome',0
'  Asylanten ziehen ins Kloster Beuerberg - ',0
' .....es wird auch Zeit das man sich nicht weiter erpressen laesst von diesem Gelumpe ! refugeesnotwelcome Asylerpresser',0
'Asylanten ziehen ins Kloster Beuerberg - ',0
' .....ich frage mich warum so eine Demo erlaubt wurde ! Asylbetrueger GHS Ohlauer refugeesnotwelcome Asylantentsunami',0
'  Gemeinden aus Mittelhessen scheitern vor Gericht - auch Glauburg und Ortenberg muessen Asylanten aufnehmen.',0
'Gemeinden aus Mittelhessen scheitern vor Gericht - auch Glauburg und Ortenberg muessen Asylanten aufnehmen.',0
'  Aufstand wegen Asylanten: Schlaegertrupp Antifa droht Buergern in Bremen-Farge Antifa Asyl... ',0
'Aufstand wegen Asylanten: Schlaegertrupp Antifa droht Buergern in Bremen-Farge Antifa Asyl... ',0
'  ....vielleicht lassen wir uns jetzt noch drohen von diesen Gelumpe ! Ja wo leben wir denn ? Asylanten AfD',0
'Drastischer Anstieg: Fast 300.000 Bundesbuerger haben keine Wohnung da sind Asylanten wichtiger ',0
'Muenchen:Naechste Buerger-Verhoehnung im Rathaus 125 Mio. Euro fuer Asylanten - aber kein Geld fuer Kinderbetreuung in Obersendling',0
'Asylanten verdraengen Deutsche - Alles fuer das Image im Ausland. asylbetrug  Mitleidsmafia Gutmenschenmafia ',0
'  ....jetzt ist auch mal Schluss ! Raus mit dem ganzen Gelumpe Asylerpresser refugeesnotwelcome Asylantenflut',0
'  Warum richtet man Asylanten-Lager nicht im jetzt befreiten u. demokratischen Libyen ein ? HEIZKOSTEN SPAREN KEINE SCHIFFB…',0
'  ....das ist keine Massenzuwanderung mehr  dass ist ein Asylantentsunami der Deutschland trifft ! Asylanten',0
'Rentner muessen gehen – Asylanten ziehen ein! ',0
'Warum richtet man Asylanten-Lager nicht im jetzt befreiten u. demokratischen Libyen ein ? HEIZKOSTEN SPAREN KEINE SCHIFFBRUeCHIGE SchauHin',0
'Boat-People: Politiker fordern Fluechtlingszentren in Nordafrika. CDU BAMF Migration ',0
'  Via   Danke fuer die Arbeit! Oekonomisierung der Migration  ',0
'vor allem wenns demokratische Wissenschaft sein soll. Und das ist keine Ideologie! zuwanderung migration',0
'Und nochwas (lieber Herr Sinn): Wissenschaft braucht einen ethischen Rahmen (1/2) ...zuwanderung migration',0
'Um nachzulesen welche Folgen es hat wenn Kosten-Nutzen-Rechnung auf Menschen angewandt wird empfehle ich ... (1/2) zuwanderung migration',0
'Moment irgendwie hatten wir das doch schonmal: wer produktiv ist darf leben aeh einwandern und wer nicht nicht migration zuwanderung',0
'Soll der Wert eines Menschen jetzt wieder per Kosten-Nutzen-Rechnung bestimmt werden? ',0
'antiziganismus  wiederlegt statistisch gaengige Vorurteile gg migration aus Bulgarien und rumaenien ',0
'filmdenken bloggt - Spiegel Online: Rassismus in der Redaktion? ',0
'  Kritik an Zuwanderung: Der Fehler in Hans-Werner Sinns Migranten-Mathematik ',0
'  Wie es mit der Migration von TYPO3 CMS zu Neos klappt ',0
'Kritik an Zuwanderung: Der Fehler in Hans-Werner Sinns Migranten-Mathematik ',0
'Via   Danke fuer die Arbeit! Oekonomisierung der Migration  ',0
' wo liegt ihr Problem?  migration kosten',0
'  Wer Sinns FAZ-Artikel zu Migration weiterdenkt schafft Deutschland besser gleich ab ',0
'Sehr lesenswerter Beitrag. HansWernerVonSinnen Migration Zuwanderung Deutschland... ',0
'Die typische Argumentationsstruktur von Rechten die sich selbst als Experten bezeichnen ',0
'Drehen jetz alle durch? Sinn pegida kosten migration ',0
'  Immer bunter. Ausstellung zur Einwanderung im  Bonn ',0
'Wie es mit der Migration von TYPO3 CMS zu Neos klappt ',0
' Und wer rechnet eigentlich die ganzen Kosten der Migration (Gefaengnisse Deutschkurse etc) mit rein?',0
'  Schoenes Ding!   Wer Sinns FAZ-Artikel zu Migration weiterdenkt schafft Deutschland besser gleich ab ',0
'  Oekonom Hans-Werner Sinn heizt Debatte ueber Migranten an ',0
'Oekonom Hans-Werner Sinn heizt Debatte ueber Migranten an ',0
'  Beauftragte fuer Migration: Oezoguz wirft Pegida Rassismus vor ',0
'  Nuechtern zur Debatte um Migration: Ifo-Chef Sinn fuer geregelte Zuwanderung nach kanadischem Modell der FDP ',0
'  So funktioniert Migration: Mit eigener Security auf dem Weg ins Schlaraffenland ',0
'So funktioniert Migration: Mit eigener Security auf dem Weg ins Schlaraffenland ',0
'In Unsinn steckt dem Wortstamm nach ganz viel Sinn drin. Vor allem wenn es sich um Hans-Werner handelt. migration',0
'Nuechtern zur Debatte um Migration: Ifo-Chef Sinn fuer geregelte Zuwanderung nach kanadischem Modell der FDP ',0
'Beauftragte fuer Migration: Oezoguz wirft Pegida Rassismus vor ',0
'Immer bunter. Ausstellung zur Einwanderung im  Bonn ',0
'Ifo-Chef Sinn: „ Migration ist ein Verlustgeschaeft “ - na das ist aber eine ueberraschung ... migrationsindustrie ',0
' Gutes Interview mit Thilo Sarrazin bei FOCUS-MONEY    Multikulti-Freaks blenden Blutrache und... ',0
'In Duisburg wurden bereits 160 Wohnungen fuer Asylanten beschlagnahmt ',0
'  Schauhin: Die Judenjustiz hat gesprochen: Nach Hartz-IV-Urteilen nun auch noch Wohnungen fuer alle Asylanten! ',0
'Asylflut auch in Schwaben »  Asylanten Hubert Hafner Petition ',0
'EuGH-Urteil: Das Menschenrecht auf ein Dach ueber dem Kopf gilt auch fuer Fluechtlinge ',0
' Gutes Interview mit Thilo Sarrazin bei FOCUS-MONEY   Multikulti-Freaks blenden Blutrache und... ',0
' Gutes Interview mit Thilo Sarrazin bei FOCUS-MONEY  Multikulti-Freaks blenden Blutrache und... ',0
'heute in der bsz. sonderausstellung zu bayern und boehmen im  ',0
'  Asylwesen Schweiz: «Wer luegt dem geht es gut» ',0
'Von Weiten dachte ich das koennte ungarisch seindoch duerfte tuerkisch sein.Es ist ja schoen in einer multikulti... ',0
'Leiwand!   Als Deutsche in der Schweiz schaue ich oesterreichisches Fernsehen...Multikulti kann ich!',0
'Als Deutsche in der Schweiz schaue ich oesterreichisches Fernsehen...Multikulti kann ich!',0
'Ungewoehnliches Experiment: Kunstprojekt „Public Residence“ soll Dortmunder multikulti Viertel beleben! ',0
'Buntes Geisenhausen berichtet: Asylanten bekommen jetzt in ganz Niederbayern Bargeld! ',0
'  SKANDAL!!! Asylanten bekommen 4.000 € im Monat!! Anschauen und Teilen bitte   ',0
'Asylwesen Schweiz: «Wer luegt dem geht es gut» ',0
' Ich hoffe dass Piraten niemals ueber schaedlichkeit von Asylanten diskutieren. Du darfst das also gerne lassen.',0
' Wie sollen wir den Waehlern vermitteln dass Asylanten nicht schaedlich fuer D sind mit Anti-Deutschem Gesicht auf dem Flyer?',0
'Duisburg beschlagnahmt 160 Wohnungen fuer Asylanten ',0
'Thilo Sarrazin im Interview: Multikulti-Freaks blenden Blutrache und Christenverfolgung aus ',0
'Sarrazin  ',0
'EuGH-Urteil: Asylsuchende haben Recht auf menschenwuerdige Unterbringung: (Pro Asyl) ',0
' In Russland gibt es weder homosexuelle Sportler noch Asylanten!',0
'Thilo Sarrazin im Interview - Multikulti-Freaks blenden Blutrache und Christenverfolgung aus ',0
'  Thilo Sarrazin im Interview: Multikulti-Freaks blenden Blutrache und Christenverfolgung aus ',0
'Schweiz: Die Multikulti-Luege - Werner Reichel - eigentuemlich frei ',0
'  Thilo Sarrazin im Interview: Multikulti-Freaks blenden Blutrache und Christenverfolgung aus -... ',0
'  Erfolg mit Problemkuehen: Wie ein Basellaender mit einem multikuhlturellen Stall Geld verdient ',0
'Erfolg mit Problemkuehen: Wie ein Basellaender mit einem multikuhlturellen Stall Geld verdient ',0
'Interview mit Sarrazin  Multikulti-Freaks blenden Blutrache und Christenverfolgung aus ',0
'Ein Multikulti-Dorf in Wien ',0
'Die Anarchonauten: Thilo Sarrazin im Interview: Multikulti-Freaks blenden Blutrache und Christenverfolgung aus -... ...',0
'SuchtDepressionSchulden - BRD Arbeitslose selten nur 1.Problem. Anlaufstellen dafuer gibt es nur wenigedafuer fuer Asylanten jede Menge!',0
'Asylanten sollen auf Kreuzfahrtschiffe ',0
'Alles fuer Asylanten BRD bald Deutschfrei UN ',0
'Gruene Linke SPD: Je mehr Asylanten umso besser nur nicht in der eigenen Naehe! ',0
'  Ueber 250 Millionen Euro gibt Hamburg im Jahr 2014 fuer Asylanten aus.',0
'Ueber 250 Millionen Euro gibt Hamburg im Jahr 2014 fuer Asylanten aus.',0
' alle diefremdenfeindlich sind und etwas gegen Asylanten  haben sind loser',0
'Zigeuner  ihr Handwerk Betteln Stehlen ',0
'Donaupark in Kelheim Problem Tuerkische Jugendliche fackeln Wiese ab. ',0
'Asylanten Migranten ran an die Rasenmaeher Viechtach ',0
'  Diese beschaemenden UNHCR-Zahlen belegen die Unmenschlichkeit derer die gegen Fluechtlinge und Asylanten wettern: ',0
'Diese beschaemenden UNHCR-Zahlen belegen die Unmenschlichkeit derer die gegen Fluechtlinge und Asylanten wettern: ',0
'Das wird ein Sueppchen geben. Nachspeise Neger im Hemd. Fairtrade-Brunch Kelheim ',0
'Kommen sie oder kommen sie nicht? Aarburg Asylanten Rekurs ',0
'Schlaegerei vor Gaststaette Stockhammer in Kelheim Ueberfall ',0
'Waldkraiburg: Wieder Ruecksichtnahme/Verschleierung bei Taeterbeschreibung?  Auslaender Asylanten Migranten Tuerken ',0
'Arbeitsscheue Lumpen unterwegs. Landratsamt warnt Kelheim Erpressung Auslaender Asylanten Migranten Tuerken ',0
'Doener Kebab im Landkreis? Lass es sein! Kelheim Auslaender Asylanten Migranten Tuerken ',0
'Brandstifter unterwegs Kelheim Auslaender Asylanten Migranten Tuerken Feuerwehr Neustadt  Donau ',0
'Vom Esel zum Auto.Fahre Deutsches Taxi Kelheim Auslaender Asylanten Migranten Tuerken Unterstuetze nicht die Nestbeschmutzer  besetzer.',0
'Tuerkenbanden fuehlen sich wohl in Kelheim  Erpressung Handys Auslaender Asylanten Migranten Tuerken  ',0
'Man sieht nur noch Schwarz  Kopftuecher. Kelheim Auslaender Asylanten Migranten Tuerken ',0
'Immer mehr laufen durch die Altstadt Sachbeschaedigungen Diebstahl Kelheim Auslaender Asylanten Migranten Tuerken ',0
'Wiederholte Einbrueche Donaupark Kelheim Auslaender Asylanten Migranten Tuerken Aerztehaus Polizei  ',0
'  Innenminister Jaeger wuenscht mehr Asylanten aus Syrien ',0
' Asylanten Syrien das deutsche Volk wuenscht sich auch so vieles.es wird aber nicht erhoert.',0
'Innenminister Jaeger wuenscht mehr Asylanten aus Syrien ',0
'Bei dem ganzen Hype um Fachkraefte asylanten refugees EU Bankenrettung EEG nicht vergessen DIE KLIMA-ABZOCKE !! ',0
'Asylanten Frueher erhielten Gastarbeiter die in die BRD kamen Mopeds.  Heute erhalten sie diese auch - um wieder nach Hause zu fahren...',0
'  Bedauerlicher Einzelfall Nr. 1.814.000 ...  MultiKulti Asylanten Migranten Auslaender Gewalt BRD  ',0
'Bedauerlicher Einzelfall Nr. 1.814.000 ...  MultiKulti Asylanten Migranten Auslaender Gewalt BRD  ',0
'  Deutschlands Schlagzeilen: Migranten Asylanten Schwule Paedophile Kinderpornos Zensur Razzia   SchauHin ! ',0
' waeren sie lieber besorgt ueber Ihren/den Antisemitismus der Muslime bzw. des  islam!!',0
'guentherjauch deine Frage ueber den Islam ist echt dumm an alle die nix davon wissen liest den Koran',0
' Zitat:Der Feind d.M. ist IM islam So wie du redest hat auch Goebbels ueber die Juden geredet. Jauch',0
'   ist es falsch Islam mit mord und totschlag zu verknuepfen  ersetze islam mit koran = Anleitung zu mord und totschlag',0
' mal Islam durch Judentum Jauch  Witzbold? die milli goerues wuerde Israel von der Landkarte fegen! Der Feind d.M. ist IM islam',0
'  Das waers jetzt nach diesem Auftritt des Neukoellner Imams bei Jauch repraesentative Umfrage: Laesst der Islam andere Le…',0
' sterben 72.000 Menschen am Alkohol.   Das ist freiwillig! Koepfe abschneidenvon kranken Islam zugehoerigen wohl kaum! Jauch',0
'  Ueber Fernseh-Islam Kalifat und die Geschlechtermoderne. Die IS ist wirkmaechtiger als die muslimische Doktorandin. ',0
'guentherjauch ard islam Ganz schwache Performance:Es sind immer die selben 3 4 Personen die fuer sie klatschen Gerecht ist was anderes',0
'  Die Menschen die Angst vorm Islam haben sind haeufig Menschen die gar keine Moslems kennen! jauch',0
'Wenn G. Jauch beim Thema vom 28.9.14 offenbar resigniert hat: Warum gibt er die Moderation nicht ab? Islam Salafismus IS  ',0
'jauch islam ISIS anstalt video Empfehlung fuer alle Jauch Gaeste ausser bosbachbeiuns der es nicht verstehen wird:',0
'     Jauch faehrt jetzt nach Haus….  fern von Asylanten Pack und islam -isten',0
'  Im Koran steht auch Und kaempfet gegen die Unglaeubigen bis alles an Allah glaubt Herr Imam. jauch islam',0
' WIR SIND IN ERSTER LINIE MENSCHEN! ?! Jauch  beschaeftige dich mit dem islam bei denen sind ANDERE = Unglaeubige (keine Menschen!)',0
' meinst du er hat begriffen dass ihm die Mehrheitseigner der BLOeD-Zeitung diesen Spruch nicht verziehen haben? Wulff Islam',0
'Warum der Angriff auf Asylanten in nrw durch SKI Maenner logisch ist Asylfolter ',0
' Duerfte bei der niedrigen Intelligenz von Muslimen nicht all zu schwer sein. Inhaltlich ist der Islam sowieso Unsinn islam jauch',0
'Neues ARD Konzept - getraeumt - 6 Muslime gegen einen Aussenseiter....islam jauch',0
' egal wie sich diese frauenfeindliche Macho und Unterdruecker-Religion auch nennt. NICHT HIER NICHT MIT MIR islam ',0
'ISIS-Die Geister die gerufen wurden – sunnitischer Fundamentalismus ',0
'Das waers jetzt nach diesem Auftritt des Neukoellner Imams bei Jauch repraesentative Umfrage: Laesst der Islam andere Leute ausreden?',0
'Schade hier fehlte die Differenzierung Islam - Islamismus  die so noetig waere… eine Diskussion auf Bild Niveau jauch',0
' oh. die massenvergewaltigung einer kaernterin von 7 asylanten ist etwa menschlich? imzentrum',0
'Die Menschen die Angst vorm Islam haben sind haeufig Menschen die gar keine Moslems kennen! jauch',0
'Islam Islamismus Salafist Muslim Koran IS ...fuer Otto Normalverbraucher doch (leider) alles dasselbe. Jauch Fazit',0
'Also die Sendung von Jauch kann man heute als Propaganda gegen den Islam und als Werbung fuer das Buch von Buschkowsky abbuchen',0
' Er ist deswegen fuer die meisten befragten (?) Deutschen eine Bedrohung weil sie von den Medien manipuliert wurden. Islam',0
' Der Islam toleriert saemtliche Andersglaeubige.  MadeMyDay Jauch  ja vor allem die Kopflosen …..',0
'Die Koepfe werden mit falschen Informationen ueber den Islam verstopft. Er wird in den Dreck gezogen sagt Prediger Kasouss bei jauch.',0
'Abdul. Er drehte auf drehte ab und drehte hohl. islam jauch',1
'Die Islamisierung des Abendlandes ist bei unserem Lieblings-Inder schon voll im Gang.Christbaumkugeln? Es hackt wohl! ',0
'Ich mache mir ja fuers Jahr 2015 weniger Sorgen um eine anstehende Islamisierung als das ich nicht weiss was ich morgen essen soll...',0
'Der Geiger mit den Straehnchen tritt mit Turban auf. Islamisierung des Abendlandes anyone? Willkommen2015',0
'da draussen is ja die hoelle los.. hat diese islamisierung jetzt begonnen?',0
'Uebereinstimmung mit Pegida: Umfrage: Jeder dritte Deutsche befuerchtet eine Islamisierung... ',0
' Das ist doch eindeutig die Islamisierung ',0
' wer bei 001\% Muslime gegen Islamisierung protestiert und Fluechtlinge missbraucht fuer eigene Interessen ist Rassist.',0
'  HAGEN Rether ...der Islam... Der Beitrag ist zwar etwas aelter aber brandaktuell   ',0
' machen sie nicht nein?! Warum erzaehlt der Vorturner immer was von Asylanten und Kosten und Rentner haben deshalb kein Geld?',0
'I added a video to a  playlist ',0
'Partager a imsarman  ',0
'CDU Geissler: Angst vor Islamismus ist berechtigt ',0
'   Pegida hat Recht Merkel soll mal dafuer sorgen dass die Islamisierung aufhoert! Bin uebrigens CDU-Mitglied…',0
'DeutscheMedien und das Feindbild Islam.Welchen Wandel das Islambild in den Medien erfahren? ',0
'Repost ghkrkmz ・・・ uestad necipfazıl islam tuerkiye cuebbeliahmethoca milligoerueş istanbul din… ',0
